"reviewId","userName","userImage","content","score","thumbsUpCount","reviewCreatedVersion","at","replyContent","repliedAt","appVersion"
"28c465a1-ff64-4f80-aa76-d0af9412badd","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","saya ingin login ke akun yang lain lewat google tapi setiap klik google tidak muncul apapun padahal tulisan google sudah di klik dan juga sinyal nya bagus tapi gak bisa ganti akun","1","6","6.1.0_38157513_38357358","2025-10-31 00:37:14","","","6.1.0_38157513_38357358"
"3da13b3b-db5e-4805-be32-5c58fd63b5de","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","sejauh ini game yang menyenangkan, dan tetaplah seperti ini. tetaplah menjadi Genshin Impact","5","0","6.1.0_38157513_38357358","2025-10-30 22:29:20","","","6.1.0_38157513_38357358"
"3edcb0a5-087b-47f0-8925-da64361e97c7","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Game ngontoooooottt!!!!! kebanyakan alur cerita bangsattttttt!!!!!!","1","0","6.1.0_38157513_38357358","2025-10-30 22:24:15","","","6.1.0_38157513_38357358"
"7a1a56e3-151b-4ed8-87e2-9c5b94d25adc","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","bagus kata gua","5","0","6.1.0_38157513_38357358","2025-10-30 21:48:49","","","6.1.0_38157513_38357358"
"9ad475fe-bc9a-4b1d-b2f8-6590d53c4a3b","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","kek makin parah AE karakter nya dewa hoyo kikir, trus jangan jadi game kikir buat player ntar ni game sepi peminat kasihani para player f2w kek aing 🙏","5","0","","2025-10-30 21:25:19","","",""
"4b6721e5-6156-4baf-bd64-fdf1e9f4bc42","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","game nya seru bagus story keren"" semua walaupun pandangan orang lain negatif tapi beda dengan saya, saya sangat menikmati game nya, dan saya punya 2permintaan tambahin fitur skip, dan fitur buat ngedoze musuh pake animasi, udh sekian terima kasih","5","0","","2025-10-30 21:02:42","","",""
"7a76c219-a087-4636-88c9-189acef372d2","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Saya suka game ini","5","0","","2025-10-30 21:01:22","","",""
"180993b9-2ee5-423e-8657-cef69efe9166","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Milliastra doesn't make this game any better, it wastes storage. Doesn't give us f2p players fun or maybe primo, it just waste of storage. no joke, just take the miliastra out before i uninstall this game. not only me who hate the miliastra, but all players who have a low device can't play this game anymore, it's just like gambling game with much storange an bunch of cartoons.","1","0","6.1.0_38157513_38357358","2025-10-30 20:58:21","","","6.1.0_38157513_38357358"
"9d781201-e70e-4999-930b-5bb709483ded","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Remove Miliastra Wonderland from genshin data and memory. its doesnt have any relation to genshin story just another trash like TCG. Please remove them before its make genshin more shittier than this and make them their own apps like hoyolab","1","2","6.1.0_38157513_38357358","2025-10-30 20:57:38","We sincerely apologize for your unsatisfactory experience, Traveler. If you have any feedback or suggestions, please send us an email or contact Customer Service via in-game feedback to help us improve the game.","2025-10-31 14:59:58","6.1.0_38157513_38357358"
"a87e1128-1fb8-44a6-be77-80ec9cc2b046","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","ga jelas banget, Rank advantur 45 mentok level nya 80, sedangkan musuhnya di dalam domain level 90,","1","0","6.1.0_38157513_38357358","2025-10-30 20:54:49","","","6.1.0_38157513_38357358"
"91195d5c-6294-4734-9115-23dd2f6f72f8","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","apaan story kebanyakan yapping nya ,muter2 gak jelas. udah 5 tahun gak ada tombol skip.eos eos","1","2","6.1.0_38157513_38357358","2025-10-30 20:07:45","Terima kasih atas dukungan Traveler terhadap Genshin Impact. Kami menerima secara terbuka semua masukan/umpan balik dari kalian. Jika Traveler memiliki saran atau masukan, jangan ragu untuk menghubungi kami melalui feedback in-game atau email.","2025-08-12 16:54:50","6.1.0_38157513_38357358"
"ad867068-5f06-4428-9b97-0779e509a9c1","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","bukan game, ini novel, sangat tidak worth it. berharap tidak ada lagi dialog panjang yg sangat membosankan. kalo saja tidak ada hal semacam itu tentunya sangat seru","1","0","6.1.0_38157513_38357358","2025-10-30 19:24:52","","","6.1.0_38157513_38357358"
"4faa2310-7f2c-4c51-9825-54c6bff70388","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","update kali ini kapasitas besar tapi cuma nambah fitur roblox. tidak semua orang mempunyai waktu untuk memainkannya. sebaiknya perbanyak hadiah primogem kalo tidak ingin ditinggal player.","1","0","6.1.0_38157513_38357358","2025-10-30 18:46:37","","","6.1.0_38157513_38357358"
"7fee1fe8-2790-4a43-8bb8-dda9ddb325ef","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","bagus tapi jangan kikir ya untung kali ini hoyo baik aku menang rate of dapet nefer","5","0","","2025-10-30 18:28:28","","",""
"75204be5-5ac3-42bb-9f5d-54ad0195cc96","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","ngeleg jir","5","0","","2025-10-30 18:16:35","","",""
"a83e136b-3f24-4ad6-b352-daecc87818f8","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","bintang 1 karena bikin pacarku sedih karena hard pity","1","1","6.1.0_38157513_38357358","2025-10-30 18:06:31","","","6.1.0_38157513_38357358"
"cdbd6097-a449-42fe-b532-164f5a0bb2d5","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","What is the point of miliastra wonderland if theres no primogem rewards to it? add more primogem rewards and the skip button.","1","0","","2025-10-30 18:00:34","Thank you for your constant support of Genshin Impact. We welcome any valuable input from you. If you have any comments or suggestions you would like to share, please feel free to contact our Customer Service team via the in-game feedback channel or email to help us improve the game.","2025-10-31 15:42:24",""
"9bd29d43-af43-4bdc-bd68-7eb3371eb300","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","HP saya kentang hayuk pal pale pal pale paleeee 🤯🤯🤯🤕🤕🤕🤯🦾🦾🗿👍","5","0","1.6.0_2961400_3070488","2025-10-30 17:28:20","","","1.6.0_2961400_3070488"
"238e25b7-eb9e-4d12-9ad5-85def9d8ca67","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","game wibu bau badan","1","0","","2025-10-30 16:41:25","","",""
"437b9a00-f48d-40e9-9997-7946e76b6c29","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","mulai lagi apdet nya gax ngotak ngabisin kouta internet lama2 gaem mati di tingal player karena apdet telalu boros kouta","1","0","6.1.0_38157513_38357358","2025-10-30 16:40:31","","","6.1.0_38157513_38357358"
"4028b280-64c0-46fb-b403-f555a2a587a0","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","konten terbaru engga guna, cuma menuhin memori doang bisa di download terpisah engga? aku engga terlalu sering main itu konten jadi engga guna sama sekali cuma jadi pajangan aja","1","0","6.1.0_38157513_38357358","2025-10-30 16:24:35","","","6.1.0_38157513_38357358"
"62d65692-f4a4-424a-9c63-5f2c5d07e84b","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","donload data nya banyak hp ku ga cukup, anjir dibales admin","1","0","","2025-10-30 16:22:10","Halo Traveler,
Untuk mengurangi jumlah size data game, anda direkomendarikan untuk menghapus data Voice-line dan data Quest lama yang bisa dilakukan melalui setting in-game. Jika anda mengalami permasalahan lain atau ingin menyampaikan feedback, jangan sungkan untuk menghubungi tim customer support kami melalui feedback in-game atau email support.","2025-10-29 17:51:21",""
"32413489-fd0a-4a10-800d-33ab2a78deb1","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","kikir impact. predatory game","2","0","","2025-10-30 15:40:56","","",""
"3c12db53-8dd1-48dd-b8b2-d7cfea09a52a","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","Gamenya bangus amat, grafiknya memanjakan mata","5","0","","2025-10-30 14:59:38","","",""
"8b07fa1f-b34a-4968-a00c-b5f50be65efb","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","aku suka game Isekai","5","0","","2025-10-30 14:57:55","","",""
"f38653ac-4058-4dce-802b-bdbe9d608c19","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","gamenya bagus tapi memori saya kena mental karena semenjak aku main tuh rasanya hp mau meledak duh gak enak jadinya soal memori ku gak ketahan","4","0","","2025-10-30 14:18:36","","",""
"1b826032-5823-4084-8f8b-1487a29d4999","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","load data trlalu lama...buang wktu jha","1","0","","2025-10-30 13:48:46","","",""
"62784712-e8c5-4704-b947-7182b7943d42","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","gamenya seru","5","0","6.1.0_38157513_38357358","2025-10-30 13:31:24","","","6.1.0_38157513_38357358"
"8e051bb1-c867-48ec-b330-411281d96a4d","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","terima kasih karena telah menciptakan furina","5","0","6.1.0_38157513_38357358","2025-10-30 12:14:19","","","6.1.0_38157513_38357358"
"af85819f-ff9f-4221-8f0c-d8a4e3910351","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","upgrade elemen dark","5","0","6.1.0_38157513_38357358","2025-10-30 11:21:51","","","6.1.0_38157513_38357358"
"bb76eab6-cde8-4765-92ed-fa7fab5eccb4","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","good","5","0","6.1.0_38157513_38357358","2025-10-30 09:58:44","","","6.1.0_38157513_38357358"
"8c8b634a-753b-42fc-a38e-6fd1bf70820a","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","seru tapi kikir wok","5","0","6.1.0_38157513_38357358","2025-10-30 09:33:49","","","6.1.0_38157513_38357358"
"326b1ce1-9db1-4982-8241-afd2c3be9032","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","terimakasih sudah menemani hari-hari ku, walaupun tidak sesempurna itu. tapi, membuat ku merasa hidup.","5","7","4.8.0_24603909_24822834","2025-10-30 09:06:15","","","4.8.0_24603909_24822834"
"ffe36fc8-73a4-4805-83eb-417d1b4a9a52","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","mantap","5","0","6.1.0_38157513_38357358","2025-10-30 08:41:07","","","6.1.0_38157513_38357358"
"ea62db7c-263b-4765-abfb-e84773e49c7f","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","size bengkak biji, download update 10gb+ cuma buat konten yg ga dimainin","1","3","6.1.0_38157513_38357358","2025-10-30 08:31:15","","","6.1.0_38157513_38357358"
"f4fafb15-8395-47a3-8419-b2164717a82b","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","sangat menyenang kan","5","0","6.1.0_38157513_38357358","2025-10-30 05:49:55","","","6.1.0_38157513_38357358"
"af9848b8-1f89-4893-ba03-dc7a35ddddd1","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","sorry ini kenapa never saya waktu ulti ke musuh ngak ada animasinya tapi kalo lagi ngak ada musuh keluar animasinya padahal yang lain pada ada animasinya entah itu bug atau apa tapi mohon di perbaiki 🙏","5","0","","2025-10-30 02:14:49","","",""
"fa523d37-9923-4865-adef-91217f7937d6","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","tolong perbaiki masalah GPU powervr, saya mau main gabisa bisa","1","0","6.1.0_38157513_38357358","2025-10-30 01:30:16","","","6.1.0_38157513_38357358"
"22ef0ba2-d324-456b-ae1b-b63acc3c584c","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","pantes aja game ini makin sepi, makin ke sini makin rasis sama char. boss natlan harus dilawan pake char natlan, boss nodkrai juga harus dilawan pake char nod krai. dulu gak ada tuh boss yg harus dilawan pake char khusus, sekarang kebanyakan persyaratannya. player dipaksa top up, GAME NAJISSS DAWEI BANGSAD..!!!","1","0","6.1.0_38157513_38357358","2025-10-30 00:27:53","","","6.1.0_38157513_38357358"
"ffddfc31-2509-421c-a0d3-37d52c0e96b6","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","naufal maulana bochil kocak..genshin aja rilis 28 sepetember 2020..dia ngaku main sejak 2019..lu maen genshin apa epep cil","3","1","6.1.0_38157513_38357358","2025-10-29 23:41:03","","","6.1.0_38157513_38357358"
"d97585f7-3a47-4768-910f-3da8784dd229","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","mohon dah radiant lunapod tuh di nerf karena pasifnya terlalu op banget sulit banget ngalahin nya","3","0","","2025-10-29 23:30:40","","",""
"0ea3e56e-066b-433b-964e-53bdfe8d6f7b","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","sangat susahhh mengumpulkan primo, dan yang paling parah saya tidak beruntung sama sekali, tidakkah seharusnya ini lebih dipermudah? sungguh saya muak🥀🥀🥀","5","0","6.1.0_38157513_38357358","2025-10-29 22:59:52","","","6.1.0_38157513_38357358"
"5c32ec20-6350-47e2-ba45-245a9e22e87e","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","makasih dawei aku menang 50/50 terus dan membuat teman saya iri sampe pensi","5","0","6.1.0_38157513_38357358","2025-10-29 22:52:56","","","6.1.0_38157513_38357358"
"e3d70f36-96d6-4b0e-8125-e5c82fa4b1e0","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","bagus .","5","0","6.1.0_38157513_38357358","2025-10-29 22:51:37","","","6.1.0_38157513_38357358"
"8ab607bd-a996-4d54-95cd-a18ed04681b2","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","customer service minim respon","1","0","6.1.0_38157513_38357358","2025-10-29 22:19:35","","","6.1.0_38157513_38357358"
"7882589f-2026-493b-8b3e-c4f42d3afe1a","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","kalo iklan di yt , iklannya macet mulu minn menggangu gw min","1","0","","2025-10-29 21:18:28","","",""
"b1ee097d-9bf3-4552-a1d7-1493b120cb5c","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","GAME PEDO, DEV SAKIT, KOMUNITAS SAKIT","1","0","","2025-10-29 20:44:51","","",""
"f52490ea-7357-4f85-af44-fe09ab221e71","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","kecewa berat karna genshin ga support GPU pvr huh...","1","0","","2025-10-29 19:47:42","","",""
"aeeba307-5f02-4f09-a2b4-b1790423e3a4","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","game yang sangat bagus dan grafik yang memanjakan mata","5","0","6.1.0_38157513_38357358","2025-10-29 19:42:17","","","6.1.0_38157513_38357358"
"5fd81402-e1fe-4bab-bef2-db944f287d94","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","setelah update saya bahkan tidak bisa login terimakasih🙏🏽","4","0","6.1.0_38157513_38357358","2025-10-29 19:40:42","","","6.1.0_38157513_38357358"
"50b6620d-2071-4b59-a826-3b42456ad767","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","ngecrash pas kompilasi shader, padahal device-nya memenuhi syarat minimal. klo ga memenuhi syarat minimal, kenapa device yg sblmnya bisa login? pdhl speknya lebih gede yg baru, aneh bgt. perbaikin lah bug nya. kl bs gausah adain itu miliastra. berat bgt kocak.","1","0","6.1.0_38157513_38357358","2025-10-29 19:21:42","","","6.1.0_38157513_38357358"
"ede8966a-dddd-4eee-8783-9c7aca33778a","Pengguna Google","https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g","tolong berikan akses lagi untuk pengguna GPU PowerVr, karena saya tidak bisa bermain lagi","1","2","6.1.0_38157513_38357358","2025-10-29 18:45:09","Kami mohon maaf atas ketidaknyamanan yang Anda alami, Traveler. Kalau Anda memiliki masukan atau saran, silakan hubungi kami melalui email atau feedback in-game.","2025-10-29 18:00:31","6.1.0_38157513_38357358"
